flight_number,airline_iata,airline_name,origin_iata,origin_city,dest_iata,dest_city,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,delay_minutes,distance_km,aircraft_type,origin_weather_code,origin_temp_c,origin_wind_kmh,origin_visibility_km,origin_precip_mm,origin_humidity,dest_weather_code,dest_temp_c,dest_wind_kmh,dest_visibility_km,dest_precip_mm,dest_humidity,weather_severity,origin_weather_severity,dest_weather_severity,hour_of_day,day_of_week,month,is_weekend,is_holiday,congestion_level,origin_congestion,dest_congestion,airline_reliability,historical_delay_rate,is_delayed
IB5024,IB,Iberia,FCO,Rome,DXB,Dubai,2025-03-19 11:10:00,2025-03-19 16:35:43,2025-03-19 11:12:00,2025-03-19 16:37:43,on_time,0,4343,B777,storm,12.0,56.1,4.9,12.3,43,clear,24.6,5.9,12.6,0.0,65,0.943,0.943,0.0,11,2,3,0,0,0.505,0.456,0.553,0.76,0.238,0
FR6358,FR,Ryanair,LHR,London,ORY,Paris,2025-09-17 16:05:00,2025-09-17 16:32:22,2025-09-17 16:10:00,2025-09-17 16:37:22,on_time,0,365,B777,cloudy,26.9,25.0,7.7,0.3,86,cloudy,16.4,22.5,14.5,0.5,82,0.186,0.135,0.186,16,2,9,0,0,0.5,0.492,0.508,0.68,0.213,0
LH5771,LH,Lufthansa,FCO,Rome,BCN,Barcelona,2025-05-01 21:25:00,2025-05-01 22:28:27,2025-05-01 21:21:00,2025-05-01 22:24:27,on_time,0,846,A350,fog,12.3,0.3,1.7,0.3,67,cloudy,23.9,13.1,8.4,0.2,41,0.618,0.618,0.136,21,3,5,0,0,0.445,0.632,0.258,0.8,0.112,0
BA969,BA,British Airways,CDG,Paris,JFK,New York,2025-07-01 20:50:00,2025-07-02 04:07:28,2025-07-01 20:51:00,2025-07-02 04:08:28,on_time,0,5833,A321,storm,26.9,65.6,1.5,26.6,91,storm,24.5,66.6,3.6,20.0,43,0.933,0.742,0.933,20,1,7,0,0,0.18,0.36,0.0,0.82,0.126,0
TK9948,TK,Turkish Airlines,LHR,London,CDG,Paris,2025-07-30 14:45:00,2025-07-30 15:10:57,2025-07-30 16:05:00,2025-07-30 16:30:57,delayed,80,346,B737,storm,17.1,31.8,5.0,33.5,72,fog,3.3,3.1,1.5,0.3,79,0.762,0.762,0.589,14,2,7,0,0,0.483,0.447,0.519,0.77,0.11,1
U2622,U2,easyJet,FCO,Rome,LHR,London,2025-09-20 22:15:00,2025-09-21 00:03:13,2025-09-20 22:10:00,2025-09-20 23:58:13,on_time,0,1443,B787,rain,20.5,13.4,6.8,3.0,53,clear,29.3,1.2,16.5,0.0,37,0.608,0.608,0.0,22,5,9,1,0,0.215,0.235,0.196,0.72,0.161,0
AA9605,AA,American Airlines,JFK,New York,DXB,Dubai,2025-07-12 18:25:00,2025-07-13 08:10:04,2025-07-12 18:26:00,2025-07-13 08:11:04,on_time,0,11001,A380,cloudy,13.3,18.7,8.2,0.3,57,clear,19.6,9.1,11.9,0.0,38,0.297,0.297,0.012,18,5,7,1,0,0.519,0.823,0.215,0.81,0.24,0
DL3205,DL,Delta Air Lines,DXB,Dubai,FCO,Rome,2025-08-03 15:50:00,2025-08-03 21:15:43,2025-08-03 17:37:00,2025-08-03 23:02:43,delayed,107,4343,B777,rain,3.2,18.1,7.2,12.4,93,clear,34.6,6.8,13.2,0.0,72,0.567,0.567,0.0,15,6,8,1,0,0.502,0.406,0.598,0.83,0.055,1
EK4867,EK,Emirates,CDG,Paris,BCN,Barcelona,2025-06-13 20:30:00,2025-06-13 21:34:21,2025-06-13 20:31:00,2025-06-13 21:35:21,on_time,0,858,B747,cloudy,24.5,15.5,9.1,0.3,33,clear,23.0,12.2,15.7,0.0,55,0.084,0.055,0.084,20,4,6,0,0,0.542,0.486,0.598,0.88,0.061,0
U24125,U2,easyJet,FCO,Rome,JFK,New York,2025-10-31 20:45:00,2025-11-01 05:19:52,2025-10-31 20:49:00,2025-11-01 05:23:52,on_time,0,6865,E190,clear,26.1,2.7,12.7,0.0,79,snow,-13.6,26.8,4.4,16.3,35,0.711,0.0,0.711,20,4,10,0,0,0.204,0.369,0.039,0.72,0.128,0
FR5538,FR,Ryanair,BCN,Barcelona,CDG,Paris,2025-10-23 06:05:00,2025-10-23 07:09:21,2025-10-23 06:10:00,2025-10-23 07:14:21,on_time,0,858,A330,rain,5.7,11.1,9.7,2.0,42,clear,28.7,5.3,12.1,0.0,34,0.404,0.404,0.114,6,3,10,0,0,0.453,0.519,0.387,0.68,0.203,0
AF8815,AF,Air France,ORY,Paris,DXB,Dubai,2025-02-01 17:35:00,2025-02-02 00:08:27,2025-02-01 17:34:00,2025-02-02 00:07:27,on_time,0,5246,A380,cloudy,16.5,12.4,11.5,0.4,56,clear,15.5,3.6,17.6,0.0,66,0.153,0.153,0.008,17,5,2,1,0,0.577,0.658,0.495,0.78,0.191,0
AA7027,AA,American Airlines,LHR,London,JFK,New York,2025-05-24 06:00:00,2025-05-24 12:55:30,2025-05-24 07:06:00,2025-05-24 14:01:30,delayed,66,5540,A380,storm,26.0,79.5,1.6,39.5,75,cloudy,15.3,13.7,14.0,0.1,75,1.0,1.0,0.104,6,5,5,1,0,0.433,0.438,0.428,0.81,0.068,1
FR4478,FR,Ryanair,BCN,Barcelona,JFK,New York,2025-12-11 12:10:00,2025-12-11 19:51:15,2025-12-11 12:06:00,2025-12-11 19:47:15,on_time,0,6150,A321,rain,5.6,16.2,9.4,10.5,40,rain,20.9,25.1,6.6,11.3,51,0.26,0.254,0.26,12,3,12,0,0,0.787,0.679,0.895,0.68,0.173,0
VY1789,VY,Vueling,ORY,Paris,LHR,London,2025-02-11 16:35:00,2025-02-11 17:02:22,2025-02-11 16:31:00,2025-02-11 16:58:22,on_time,0,365,A350,clear,33.1,6.9,18.3,0.0,53,clear,20.1,10.7,13.4,0.0,90,0.044,0.044,0.041,16,1,2,0,0,0.476,0.575,0.377,0.7,0.082,0
IB8513,IB,Iberia,BCN,Barcelona,CDG,Paris,2026-01-22 23:40:00,2026-01-23 00:44:21,2026-01-23 01:51:00,2026-01-23 02:55:21,delayed,131,858,A350,storm,26.3,40.5,3.7,9.6,50,snow,-9.6,26.8,3.1,6.2,65,0.781,0.781,0.647,23,3,1,0,0,0.137,0.228,0.046,0.76,0.203,1
AF209,AF,Air France,FCO,Rome,CDG,Paris,2025-11-21 01:25:00,2025-11-21 02:47:30,2025-11-21 01:21:00,2025-11-21 02:43:30,on_time,0,1100,A330,rain,13.5,20.3,8.0,2.9,54,clear,31.1,5.2,18.4,0.0,39,0.358,0.358,0.036,1,4,11,0,0,0.162,0.0,0.323,0.78,0.198,0
VY2016,VY,Vueling,ORY,Paris,FCO,Rome,2025-04-25 21:40:00,2025-04-25 23:01:40,2025-04-25 22:10:00,2025-04-25 23:31:40,delayed,30,1089,E190,rain,21.1,26.4,6.4,7.1,83,cloudy,12.1,24.3,6.4,0.3,70,0.388,0.388,0.085,21,4,4,0,0,0.469,0.478,0.459,0.7,0.14,1
AA167,AA,American Airlines,BCN,Barcelona,LHR,London,2025-12-20 18:15:00,2025-12-20 19:41:01,2025-12-20 19:33:00,2025-12-20 20:59:01,delayed,78,1147,A320,storm,24.4,79.8,2.0,19.5,54,fog,3.1,8.9,1.7,0.9,95,0.825,0.825,0.437,18,5,12,1,0,0.77,0.883,0.656,0.81,0.071,1
EK7803,EK,Emirates,DXB,Dubai,ORY,Paris,2025-04-07 23:25:00,2025-04-08 05:58:27,2025-04-07 23:24:00,2025-04-08 05:57:27,on_time,0,5246,B787,clear,19.7,11.2,10.4,0.0,75,snow,-6.0,20.9,2.5,8.9,87,0.645,0.1,0.645,23,0,4,0,0,0.2,0.361,0.039,0.88,0.064,0
VY7716,VY,Vueling,ORY,Paris,LHR,London,2025-07-31 20:45:00,2025-07-31 21:12:22,2025-07-31 20:42:00,2025-07-31 21:09:22,on_time,0,365,A350,storm,23.9,68.4,4.6,11.7,35,clear,21.5,11.0,15.1,0.0,94,0.767,0.767,0.248,20,3,7,0,0,0.366,0.37,0.362,0.7,0.082,0
AF7103,AF,Air France,CDG,Paris,DXB,Dubai,2025-06-03 18:25:00,2025-06-04 00:57:51,2025-06-03 18:30:00,2025-06-04 01:02:51,on_time,0,5238,E190,storm,9.2,64.4,4.6,16.9,80,clear,17.5,6.9,18.4,0.0,74,0.739,0.739,0.088,18,1,6,0,0,0.411,0.823,0.0,0.78,0.111,0
AA7367,AA,American Airlines,BCN,Barcelona,JFK,New York,2025-07-11 12:20:00,2025-07-11 20:01:15,2025-07-11 13:38:00,2025-07-11 21:19:15,delayed,78,6150,A380,clear,22.6,6.2,14.7,0.0,62,rain,8.3,31.4,5.1,1.2,31,0.442,0.139,0.442,12,4,7,0,0,0.742,0.57,0.913,0.81,0.173,1
U23955,U2,easyJet,ORY,Paris,DXB,Dubai,2025-06-19 13:05:00,2025-06-19 19:38:27,2025-06-19 13:03:00,2025-06-19 19:36:27,on_time,0,5246,A380,cloudy,5.4,14.5,10.6,0.1,53,cloudy,20.8,18.8,8.0,0.2,51,0.089,0.0,0.089,13,3,6,0,0,0.62,0.591,0.649,0.72,0.191,0
BA4493,BA,British Airways,JFK,New York,CDG,Paris,2025-07-26 09:35:00,2025-07-26 16:52:28,2025-07-26 10:28:00,2025-07-26 17:45:28,delayed,53,5833,B777,cloudy,16.4,12.4,10.9,0.2,85,cloudy,20.0,5.7,14.0,0.3,45,0.193,0.193,0.116,9,5,7,1,0,0.662,0.761,0.563,0.82,0.233,1
FR8713,FR,Ryanair,DXB,Dubai,ORY,Paris,2025-05-22 15:15:00,2025-05-22 21:48:27,2025-05-22 15:20:00,2025-05-22 21:53:27,on_time,0,5246,A320,storm,29.1,55.4,3.3,15.0,46,cloudy,19.8,12.8,14.3,0.1,70,0.779,0.779,0.316,15,3,5,0,0,0.475,0.524,0.425,0.68,0.064,0
U25337,U2,easyJet,FCO,Rome,CDG,Paris,2025-10-05 11:25:00,2025-10-05 12:47:30,2025-10-05 11:30:00,2025-10-05 12:52:30,on_time,0,1100,A320,cloudy,15.6,7.0,12.2,0.1,58,clear,17.7,2.9,10.5,0.0,65,0.118,0.118,0.019,11,6,10,1,0,0.57,0.551,0.589,0.72,0.198,0
DL4189,DL,Delta Air Lines,CDG,Paris,BCN,Barcelona,2025-12-21 14:15:00,2025-12-21 15:19:21,2025-12-21 14:17:00,2025-12-21 15:21:21,on_time,0,858,A350,cloudy,16.7,19.3,14.2,0.1,43,rain,6.4,16.8,9.7,11.4,71,0.18,0.108,0.18,14,6,12,1,0,0.5,0.448,0.552,0.83,0.061,0
AA6955,AA,American Airlines,BCN,Barcelona,LHR,London,2025-02-20 06:30:00,2025-02-20 07:56:01,2025-02-20 06:30:00,2025-02-20 07:56:01,on_time,0,1147,E190,snow,-8.9,17.0,2.7,16.2,92,clear,26.6,1.2,10.4,0.0,79,0.652,0.652,0.056,6,3,2,0,0,0.347,0.319,0.375,0.81,0.071,0
FR8335,FR,Ryanair,DXB,Dubai,BCN,Barcelona,2025-02-01 12:00:00,2025-02-01 18:28:07,2025-02-01 12:00:00,2025-02-01 18:28:07,on_time,0,5175,B747,clear,21.0,7.6,16.2,0.0,76,snow,-13.6,27.1,3.8,11.9,46,0.545,0.077,0.545,12,5,2,1,0,0.666,0.708,0.624,0.68,0.112,0
IB2067,IB,Iberia,JFK,New York,ORY,Paris,2025-11-15 18:00:00,2025-11-16 01:17:24,2025-11-15 18:01:00,2025-11-16 01:18:24,on_time,0,5832,B777,rain,14.1,19.7,9.9,10.7,55,clear,26.6,14.7,11.3,0.0,82,0.46,0.46,0.155,18,5,11,1,0,0.43,0.717,0.144,0.76,0.193,0
AZ992,AZ,ITA Airways,JFK,New York,BCN,Barcelona,2025-11-07 12:20:00,2025-11-07 20:01:15,2025-11-07 12:18:00,2025-11-07 19:59:15,on_time,0,6150,A320,clear,33.0,9.9,18.0,0.0,65,clear,18.5,6.2,18.3,0.0,49,0.11,0.043,0.11,12,4,11,0,0,0.65,0.58,0.72,0.74,0.234,0
U24032,U2,easyJet,ORY,Paris,LHR,London,2025-03-03 16:55:00,2025-03-03 17:22:22,2025-03-03 16:58:00,2025-03-03 17:25:22,on_time,0,365,A321,rain,13.5,23.8,5.8,14.8,61,rain,14.7,31.6,9.0,8.1,74,0.386,0.386,0.314,16,0,3,0,0,0.49,0.565,0.416,0.72,0.082,0
VY3801,VY,Vueling,DXB,Dubai,ORY,Paris,2025-04-25 21:35:00,2025-04-26 04:08:27,2025-04-25 22:04:00,2025-04-26 04:37:27,delayed,29,5246,A380,rain,12.6,16.3,3.3,9.2,54,fog,1.4,5.6,0.8,0.5,92,0.398,0.398,0.329,21,4,4,0,0,0.234,0.408,0.061,0.7,0.064,1
AF3830,AF,Air France,CDG,Paris,JFK,New York,2025-10-10 19:30:00,2025-10-11 02:47:28,2025-10-10 19:26:00,2025-10-11 02:43:28,on_time,0,5833,A350,clear,16.3,4.7,14.6,0.0,43,clear,16.3,4.1,15.3,0.0,37,0.025,0.025,0.0,19,4,10,0,0,0.471,0.841,0.101,0.78,0.126,0
AA4467,AA,American Airlines,CDG,Paris,BCN,Barcelona,2025-04-28 17:20:00,2025-04-28 18:24:21,2025-04-28 17:17:00,2025-04-28 18:21:21,on_time,0,858,A380,fog,14.8,5.9,0.6,0.0,41,fog,15.0,7.7,1.2,0.1,39,0.708,0.459,0.708,17,0,4,0,0,0.77,0.716,0.825,0.81,0.061,0
VY7360,VY,Vueling,ORY,Paris,BCN,Barcelona,2026-01-30 12:20:00,2026-01-30 13:21:57,2026-01-30 12:24:00,2026-01-30 13:25:57,on_time,0,826,A380,storm,15.1,33.8,3.9,31.0,69,cloudy,25.5,12.5,12.2,0.3,55,0.837,0.837,0.472,12,4,1,0,0,0.698,0.669,0.726,0.7,0.208,0
AA9613,AA,American Airlines,LHR,London,CDG,Paris,2025-11-30 07:40:00,2025-11-30 08:05:57,2025-11-30 07:45:00,2025-11-30 08:10:57,on_time,0,346,B747,cloudy,15.6,24.9,7.1,0.1,31,cloudy,10.1,15.4,7.2,0.4,74,0.154,0.154,0.088,7,6,11,1,0,0.367,0.288,0.446,0.81,0.11,0
EK4956,EK,Emirates,DXB,Dubai,CDG,Paris,2025-08-13 11:50:00,2025-08-13 18:22:51,2025-08-13 13:13:00,2025-08-13 19:45:51,delayed,83,5238,B787,cloudy,19.2,7.4,12.6,0.3,50,storm,27.1,63.7,3.7,22.6,84,0.931,0.102,0.931,11,2,8,0,0,0.716,0.487,0.946,0.88,0.11,1
IB4166,IB,Iberia,FCO,Rome,LHR,London,2025-12-03 12:50:00,2025-12-03 14:38:13,2025-12-03 12:48:00,2025-12-03 14:36:13,on_time,0,1443,B777,storm,29.0,60.0,4.6,22.2,91,cloudy,23.2,17.5,6.1,0.5,70,0.74,0.74,0.028,12,2,12,0,0,0.561,0.488,0.635,0.76,0.161,0
FR5988,FR,Ryanair,ORY,Paris,JFK,New York,2025-06-03 09:20:00,2025-06-03 16:37:24,2025-06-03 10:18:00,2025-06-03 17:35:24,delayed,58,5832,A330,clear,28.8,13.9,17.2,0.0,94,clear,24.0,6.7,16.4,0.0,77,0.186,0.0,0.186,9,1,6,0,0,0.651,0.752,0.55,0.68,0.147,1
DL6626,DL,Delta Air Lines,CDG,Paris,DXB,Dubai,2025-04-11 06:15:00,2025-04-11 12:47:51,2025-04-11 06:17:00,2025-04-11 12:49:51,on_time,0,5238,E190,clear,15.1,5.0,18.0,0.0,51,clear,25.5,0.2,11.6,0.0,50,0.154,0.043,0.154,6,4,4,0,0,0.527,0.365,0.69,0.83,0.111,0
AF4910,AF,Air France,BCN,Barcelona,ORY,Paris,2025-10-21 14:15:00,2025-10-21 15:16:57,2025-10-21 14:14:00,2025-10-21 15:15:57,on_time,0,826,E190,clear,25.0,10.3,14.4,0.0,38,cloudy,18.8,19.5,9.8,0.1,40,0.101,0.101,0.085,14,1,10,0,0,0.44,0.459,0.42,0.78,0.17,0
VY7022,VY,Vueling,CDG,Paris,FCO,Rome,2025-07-09 20:35:00,2025-07-09 21:57:30,2025-07-09 20:33:00,2025-07-09 21:55:30,on_time,0,1100,B737,cloudy,5.1,15.9,14.0,0.3,80,cloudy,21.2,20.1,7.4,0.3,70,0.241,0.14,0.241,20,2,7,0,0,0.381,0.453,0.309,0.7,0.116,0
AF1755,AF,Air France,BCN,Barcelona,FCO,Rome,2025-12-13 09:30:00,2025-12-13 10:33:27,2025-12-13 10:22:00,2025-12-13 11:25:27,delayed,52,846,B737,cloudy,26.5,17.6,13.0,0.4,88,snow,-6.4,16.4,3.8,10.9,40,0.812,0.151,0.812,9,5,12,1,0,0.719,0.755,0.683,0.78,0.212,1
AZ9116,AZ,ITA Airways,BCN,Barcelona,LHR,London,2025-09-18 06:50:00,2025-09-18 08:16:01,2025-09-18 06:54:00,2025-09-18 08:20:01,on_time,0,1147,A320,cloudy,24.9,6.5,10.2,0.2,30,rain,16.6,27.2,7.2,11.0,35,0.473,0.0,0.473,6,3,9,0,0,0.421,0.371,0.471,0.74,0.071,0
BA5759,BA,British Airways,ORY,Paris,JFK,New York,2025-06-05 07:40:00,2025-06-05 14:57:24,2025-06-05 07:58:00,2025-06-05 15:15:24,delayed,18,5832,B737,storm,20.8,49.9,2.3,11.7,69,clear,16.8,3.6,10.9,0.0,62,0.75,0.75,0.0,7,3,6,0,0,0.372,0.305,0.44,0.82,0.147,1
BA8438,BA,British Airways,JFK,New York,LHR,London,2025-05-05 21:15:00,2025-05-06 04:10:30,2025-05-05 21:14:00,2025-05-06 04:09:30,on_time,0,5540,B747,cloudy,26.5,11.8,11.3,0.2,68,clear,22.0,6.2,11.9,0.0,78,0.216,0.216,0.0,21,0,5,0,0,0.323,0.395,0.251,0.82,0.093,0
AF7962,AF,Air France,JFK,New York,CDG,Paris,2025-09-17 21:20:00,2025-09-18 04:37:28,2025-09-17 21:25:00,2025-09-18 04:42:28,on_time,0,5833,B777,rain,7.0,15.4,8.6,12.9,30,snow,-13.5,16.0,3.0,10.3,80,0.426,0.426,0.414,21,2,9,0,0,0.417,0.653,0.182,0.78,0.233,0
BA8631,BA,British Airways,DXB,Dubai,BCN,Barcelona,2025-05-18 09:20:00,2025-05-18 15:48:07,2025-05-18 09:16:00,2025-05-18 15:44:07,on_time,0,5175,A380,cloudy,23.3,8.0,14.5,0.1,85,fog,1.2,8.2,0.5,0.9,32,0.602,0.07,0.602,9,6,5,1,0,0.598,0.682,0.513,0.82,0.112,0
DL8561,DL,Delta Air Lines,CDG,Paris,DXB,Dubai,2025-12-04 08:55:00,2025-12-04 15:27:51,2025-12-04 08:53:00,2025-12-04 15:25:51,on_time,0,5238,A380,rain,7.9,32.0,5.5,11.9,56,clear,16.7,0.5,16.2,0.0,52,0.508,0.508,0.015,8,3,12,0,0,0.555,0.6,0.511,0.83,0.111,0
TK9150,TK,Turkish Airlines,BCN,Barcelona,LHR,London,2025-02-14 17:40:00,2025-02-14 19:06:01,2025-02-14 17:37:00,2025-02-14 19:03:01,on_time,0,1147,B747,fog,1.8,8.0,1.3,0.4,42,cloudy,10.5,18.5,14.5,0.3,80,0.583,0.583,0.197,17,4,2,0,0,0.923,0.873,0.973,0.77,0.071,0
TK6064,TK,Turkish Airlines,JFK,New York,DXB,Dubai,2025-04-03 07:55:00,2025-04-03 21:40:04,2025-04-03 07:54:00,2025-04-03 21:39:04,on_time,0,11001,A321,clear,32.3,9.1,17.1,0.0,43,storm,8.1,31.3,1.7,13.4,44,0.875,0.0,0.875,7,3,4,0,0,0.456,0.394,0.517,0.77,0.24,0
FR3479,FR,Ryanair,LHR,London,DXB,Dubai,2025-03-18 13:30:00,2025-03-18 20:22:16,2025-03-18 13:30:00,2025-03-18 20:22:16,on_time,0,5497,A321,fog,2.2,7.2,0.9,0.5,40,clear,27.3,13.7,11.5,0.0,71,0.604,0.604,0.141,13,1,3,0,0,0.726,0.64,0.812,0.68,0.223,0
IB8918,IB,Iberia,JFK,New York,ORY,Paris,2025-09-10 08:40:00,2025-09-10 15:57:24,2025-09-10 08:43:00,2025-09-10 16:00:24,on_time,0,5832,A330,rain,19.3,31.6,8.0,14.7,32,rain,3.5,17.6,4.9,7.2,93,0.393,0.393,0.257,8,2,9,0,0,0.62,0.796,0.444,0.76,0.193,0
AA3666,AA,American Airlines,CDG,Paris,FCO,Rome,2025-04-07 09:30:00,2025-04-07 10:52:30,2025-04-07 09:27:00,2025-04-07 10:49:30,on_time,0,1100,A330,cloudy,17.6,21.3,6.9,0.1,46,cloudy,9.9,13.6,11.8,0.3,86,0.082,0.082,0.0,9,0,4,0,0,0.678,0.724,0.632,0.81,0.116,0
EK4329,EK,Emirates,ORY,Paris,LHR,London,2025-09-10 08:40:00,2025-09-10 09:07:22,2025-09-10 10:14:00,2025-09-10 10:41:22,delayed,94,365,B777,cloudy,21.7,12.9,12.7,0.1,62,clear,35.0,14.0,17.8,0.0,65,0.148,0.089,0.148,8,2,9,0,0,0.71,0.673,0.746,0.88,0.082,1
BA4650,BA,British Airways,JFK,New York,BCN,Barcelona,2025-09-15 12:15:00,2025-09-15 19:56:15,2025-09-15 12:13:00,2025-09-15 19:54:15,on_time,0,6150,B737,cloudy,11.3,6.6,9.1,0.3,34,clear,18.7,5.2,11.8,0.0,46,0.207,0.207,0.022,12,0,9,0,0,0.707,0.518,0.895,0.82,0.234,0
FR1796,FR,Ryanair,CDG,Paris,FCO,Rome,2025-08-08 10:00:00,2025-08-08 11:22:30,2025-08-08 09:55:00,2025-08-08 11:17:30,on_time,0,1100,B747,clear,30.1,9.8,16.0,0.0,63,fog,14.1,7.4,1.4,0.0,84,0.585,0.109,0.585,10,4,8,0,0,0.664,0.657,0.671,0.68,0.116,0
AF9269,AF,Air France,ORY,Paris,JFK,New York,2025-07-04 08:35:00,2025-07-04 15:52:24,2025-07-04 08:30:00,2025-07-04 15:47:24,on_time,0,5832,A320,rain,11.4,13.7,7.3,5.0,90,cloudy,10.8,24.3,9.9,0.2,60,0.518,0.518,0.221,8,4,7,0,0,0.633,0.788,0.478,0.78,0.147,0
AF9355,AF,Air France,DXB,Dubai,ORY,Paris,2025-10-01 16:00:00,2025-10-01 22:33:27,2025-10-01 16:02:00,2025-10-01 22:35:27,on_time,0,5246,A321,cloudy,18.7,15.3,7.6,0.5,46,cloudy,7.6,17.9,13.2,0.1,48,0.18,0.148,0.18,16,2,10,0,0,0.399,0.509,0.289,0.78,0.064,0
TK8496,TK,Turkish Airlines,ORY,Paris,CDG,Paris,2025-04-22 13:45:00,2025-04-22 13:47:33,2025-04-22 13:49:00,2025-04-22 13:51:33,on_time,0,34,B787,cloudy,8.0,21.9,11.2,0.1,41,clear,33.3,2.5,16.0,0.0,47,0.112,0.112,0.0,13,1,4,0,0,0.539,0.575,0.503,0.77,0.198,0
FR8139,FR,Ryanair,ORY,Paris,LHR,London,2026-01-20 18:50:00,2026-01-20 19:17:22,2026-01-20 18:46:00,2026-01-20 19:13:22,on_time,0,365,A321,snow,-10.7,11.4,3.2,2.6,52,clear,16.0,0.1,16.5,0.0,34,0.614,0.614,0.161,18,1,1,0,0,0.878,0.868,0.888,0.68,0.082,0
AF6926,AF,Air France,BCN,Barcelona,JFK,New York,2025-08-14 14:10:00,2025-08-14 21:51:15,2025-08-14 14:13:00,2025-08-14 21:54:15,on_time,0,6150,B747,clear,20.9,0.2,15.1,0.0,77,clear,34.1,0.7,13.3,0.0,40,0.111,0.022,0.111,14,3,8,0,0,0.486,0.448,0.523,0.78,0.173,0
FR450,FR,Ryanair,CDG,Paris,ORY,Paris,2025-11-26 15:35:00,2025-11-26 15:37:33,2025-11-26 15:39:00,2025-11-26 15:41:33,on_time,0,34,A321,rain,21.4,18.7,5.0,2.5,86,cloudy,25.7,9.7,8.7,0.5,92,0.47,0.47,0.107,15,2,11,0,0,0.423,0.39,0.456,0.68,0.069,0
FR9847,FR,Ryanair,ORY,Paris,LHR,London,2025-11-22 12:20:00,2025-11-22 12:47:22,2025-11-22 12:20:00,2025-11-22 12:47:22,on_time,0,365,B737,clear,25.4,3.1,17.6,0.0,86,clear,23.5,7.4,13.4,0.0,53,0.069,0.069,0.0,12,5,11,1,0,0.619,0.658,0.581,0.68,0.082,0
BA7803,BA,British Airways,BCN,Barcelona,LHR,London,2025-11-25 10:50:00,2025-11-25 12:16:01,2025-11-25 12:02:00,2025-11-25 13:28:01,delayed,72,1147,A330,clear,32.4,7.5,10.4,0.0,40,fog,13.4,0.5,0.8,0.2,58,0.495,0.016,0.495,10,1,11,0,0,0.719,0.755,0.683,0.82,0.071,1
AF2488,AF,Air France,ORY,Paris,LHR,London,2025-07-24 17:05:00,2025-07-24 17:32:22,2025-07-24 17:33:00,2025-07-24 18:00:22,delayed,28,365,A321,storm,16.2,56.7,3.9,24.0,85,clear,34.7,9.7,16.7,0.0,37,1.0,1.0,0.138,17,3,7,0,0,0.926,0.857,0.996,0.78,0.082,1
U23671,U2,easyJet,CDG,Paris,BCN,Barcelona,2025-10-15 15:25:00,2025-10-15 16:29:21,2025-10-15 15:21:00,2025-10-15 16:25:21,on_time,0,858,B777,cloudy,19.1,16.9,14.1,0.3,79,clear,21.7,7.1,12.3,0.0,84,0.233,0.233,0.0,15,2,10,0,0,0.459,0.453,0.464,0.72,0.061,0
TK1415,TK,Turkish Airlines,JFK,New York,CDG,Paris,2025-02-01 16:45:00,2025-02-02 00:02:28,2025-02-01 16:45:00,2025-02-02 00:02:28,on_time,0,5833,B787,fog,9.8,8.9,1.7,0.0,82,cloudy,9.2,21.8,8.1,0.2,63,0.689,0.689,0.083,16,5,2,1,0,0.317,0.403,0.231,0.77,0.233,0
AA4303,AA,American Airlines,DXB,Dubai,BCN,Barcelona,2025-10-15 07:45:00,2025-10-15 14:13:07,2025-10-15 07:49:00,2025-10-15 14:17:07,on_time,0,5175,B787,cloudy,16.2,18.1,9.0,0.2,87,clear,20.7,3.6,15.8,0.0,35,0.162,0.05,0.162,7,2,10,0,0,0.423,0.342,0.504,0.81,0.112,0
AF6479,AF,Air France,DXB,Dubai,ORY,Paris,2025-06-26 15:00:00,2025-06-26 21:33:27,2025-06-26 14:57:00,2025-06-26 21:30:27,on_time,0,5246,B747,storm,19.5,60.4,1.3,38.5,83,clear,27.3,1.4,15.4,0.0,54,0.787,0.787,0.285,15,3,6,0,0,0.44,0.415,0.465,0.78,0.064,0
TK5441,TK,Turkish Airlines,JFK,New York,CDG,Paris,2025-06-02 17:35:00,2025-06-03 00:52:28,2025-06-02 18:16:00,2025-06-03 01:33:28,delayed,41,5833,E190,clear,21.9,5.1,18.2,0.0,85,cloudy,7.7,12.5,7.0,0.3,86,0.295,0.114,0.295,17,0,6,0,0,0.464,0.927,0.0,0.77,0.233,1
U27673,U2,easyJet,ORY,Paris,CDG,Paris,2025-08-15 10:55:00,2025-08-15 10:57:33,2025-08-15 10:54:00,2025-08-15 10:56:33,on_time,0,34,B787,cloudy,16.5,16.6,9.2,0.2,55,cloudy,17.1,22.4,12.6,0.2,72,0.225,0.164,0.225,10,4,8,0,0,0.748,0.779,0.716,0.72,0.198,0
AZ8705,AZ,ITA Airways,CDG,Paris,JFK,New York,2025-10-23 14:55:00,2025-10-23 22:12:28,2025-10-23 16:19:00,2025-10-23 23:36:28,delayed,84,5833,A321,clear,17.5,7.0,19.2,0.0,78,snow,-4.3,12.1,1.3,12.8,35,0.725,0.046,0.725,14,3,10,0,0,0.349,0.411,0.288,0.74,0.126,1
